Mod:Item:MetaData, Localized Name
oe:palm_sapling, Palm Sapling
oe:palm_leaves, Palm Leaves
oe:palm_leaves_flowering, Flowering Palm Leaves
oe:palm_log, Palm Log
oe:palm_wood, Palm Wood
oe:palm_log_stripped, Stripped Palm Log
oe:palm_wood_stripped, Stripped Palm Wood
oe:palm_planks, Palm Planks
oe:palm_slab_double, Palm Slab
oe:palm_stairs, Palm Stairs
oe:palm_fence, Palm Fence
oe:palm_fence_gate, Palm Fence Gate
oe:prismarine_pot, Prismarine Pot
oe:nacre_block, Nacre Block
oe:nacre_smooth, Smooth Nacre Block
oe:blue_slime_block, Tropical Slime Block
oe:seagrass, Seagrass
oe:sea_oats, Sea Oats
oe:seastar, Sea Star
oe:shell_sand, Shelly Sand
oe:tube_sponge, Tube Sponge
oe:underwater_tnt, Underwater TNT
oe:underwater_torch, Underwater Torch
oe:turtle_helmet, Turtle Shell
oe:trident, Trident
oe:turtle_scute, Scute
oe:barnacle_shells, Barnacle Shells
oe:nautilus_shell, Nautilus Shell
oe:heart_of_the_sea, Heart of the Sea
oe:pearl, Pearl
oe:conch, Conch
oe:magic_conch, Magic Conch
oe:charm, Conduit Charm
oe:glow_ink_sac, Glow Ink Sac
oe:glow_item_frame, Glow Item Frame
oe:bleak, Bleak Mulch
oe:sponge_chunk, Sponge Chunk
oe:sponge_chunk_wet, Damp Sponge Chunk
oe:crab, Raw Crab
oe:cooked_crab, Cooked Crab
oe:crab_bisque, Crab Bisque
oe:crustacean_shell, Crustacean Shell
oe:lobster, Raw Lobster
oe:cooked_lobster, Cooked Lobster
oe:lobster_bisque, Lobster Bisque
oe:blue_slime_ball, Tropical Slimeball
oe:coconut_open, Cracked Coconut
oe:dried_kelp, Dried Kelp
oe:dried_dulse, Dried Dulse
oe:palm_boat, Palm Boat
oe:spawn_bucket, Bucket of %s
oe:heavy_boots, Heavy Boots
sevendaystomine:stick, Varinha
sevendaystomine:foodpile, Pilha de Comida
sevendaystomine:scrappile, tile.ScrapPile.name
sevendaystomine:garbagepile, Pilha de Lixo
sevendaystomine:goldenrod, Erva de Ouro
sevendaystomine:coffeeplant, Planta de Café
sevendaystomine:cornplant, Planta de Milho
sevendaystomine:blueberryplant, Arbusto de Blueberry
sevendaystomine:baneberryplant, Arbusto de Baneberry
sevendaystomine:reinforcedconcrete, Concreto Reforçado
sevendaystomine:cardboardbox, Caixa de Papelão
sevendaystomine:cupboard, Armário
sevendaystomine:asphalt, Asfalto
sevendaystomine:armchairblack, Poltrona Preta
sevendaystomine:armchairblue, Poltrona Azul
sevendaystomine:armchairbrown, Poltrona Marrom
sevendaystomine:armchairgreen, Poltrona Verde
sevendaystomine:armchairpink, Poltrona Rosa
sevendaystomine:armchairred, Poltrona Vermelha
sevendaystomine:armchairwhite, Poltrona Branca
sevendaystomine:armchairyellow, Poltrona Amarela
sevendaystomine:bookshelf, Estante de Carvalho
sevendaystomine:writingtable:0, Mesa de Escrita
sevendaystomine:writingtable:8, Mesa de Escrita
sevendaystomine:medicalcabinet, Armário Médico
sevendaystomine:fridge:0, Geladeira
sevendaystomine:fridge:8, Geladeira
sevendaystomine:mailbox, Caixa de Correio
sevendaystomine:birdnest, Ninho de Pássaro
sevendaystomine:trashcan, Lixeira
sevendaystomine:sleepingbag, tile.SleepingBag.name
sevendaystomine:sedan_red:0, tile.sedan_red.name
sevendaystomine:sedan_green:0, tile.sedan_green.name
sevendaystomine:sedan_blue:0, tile.sedan_blue.name
sevendaystomine:sedan_yellow:0, tile.sedan_yellow.name
sevendaystomine:sedan_white:0, tile.sedan_white.name
sevendaystomine:sedan_black:0, tile.sedan_black.name
sevendaystomine:deadmossystone, Pedra Musgosa Morta
sevendaystomine:deadmossybrick, Blocos de Tijolos Musgosos Mortos
sevendaystomine:basalt, Basalto
sevendaystomine:marble, Mármore
sevendaystomine:rhyolite, Riolito
sevendaystomine:basaltcobblestone, Pedregulho de Basalto
sevendaystomine:marblecobblestone, Pedregulho de Mármore
sevendaystomine:rhyolitecobblestone, Pedregulho de Riolito
sevendaystomine:basaltbricks, Tijolos de Basalto
sevendaystomine:marblebricks, Tijolos de Mármore
sevendaystomine:rhyolitebricks, Tijolos de Riolito
sevendaystomine:basaltpolished, Basalto Polido
sevendaystomine:marblepolished, Mármore Polido
sevendaystomine:rhyolitepolished, Riolito Polido
sevendaystomine:andesitebricks, Tijolos de Andesito
sevendaystomine:dioritebricks, Tijolos de Diorito
sevendaystomine:granitebricks, Tijolos de Granito
sevendaystomine:catwalk, Passarela
sevendaystomine:catwalk_stairs, Escadas de Passarela
sevendaystomine:stonebrick_wall:0, Muro de Tijolos de Pedra
sevendaystomine:stonebrick_wall:1, Muro de Tijolos Musgosos
sevendaystomine:stonebrick_wall:2, Muro de Tijolos Quebrados
sevendaystomine:stonebrick_wall:3, Muro de Tijolos Musgosos Mortos
sevendaystomine:throttle, Comando
sevendaystomine:basalt_bricks_cracked, Tijolos de Basalto Quebrados
sevendaystomine:marble_bricks_cracked, Tijolos de Mármore Quebrados
sevendaystomine:rhyolite_bricks_cracked, Tijolos de Riolito Quebrados
sevendaystomine:andesite_bricks_cracked, Tijolos de Andesito Quebrados
sevendaystomine:diorite_bricks_cracked, Tijolos de Diorito Quebrados
sevendaystomine:granite_bricks_cracked, Tijolos de Granito Quebrados
sevendaystomine:basalt_bricks_mossy, Tijolos de Basalto Musgosos
sevendaystomine:marble_bricks_mossy, Tijolos de Mármore Musgosos
sevendaystomine:rhyolite_bricks_mossy, Tijolos de Riolito Musgosos
sevendaystomine:andesite_bricks_mossy, Tijolos de Andesito Musgosos
sevendaystomine:diorite_bricks_mossy, Tijolos de Diorito Musgosos
sevendaystomine:granite_bricks_mossy, Tijolos de Granito Musgosos
sevendaystomine:boards, Tábuas
sevendaystomine:toilet, Vaso Sanitário
sevendaystomine:sink_faucet, Torneira da Pia
sevendaystomine:metal_ladder, Escada de Metal
sevendaystomine:radiator, Radiador
sevendaystomine:dark_bricks, tile.dark_bricks.name
sevendaystomine:cinder, Pilha de Tijolos
sevendaystomine:chest_old, tile.chest_old.name
sevendaystomine:television_broken, tile.television_broken.name
sevendaystomine:shower_head, tile.shower_head.name
sevendaystomine:corpse_00, tile.corpse_00.name
sevendaystomine:corpse_01, tile.corpse_01.name
sevendaystomine:skeleton, tile.skeleton.name
sevendaystomine:skeleton_sitting, tile.skeleton_sitting.name
sevendaystomine:chair_oak, tile.chair_oak.name
sevendaystomine:chair_birch, tile.chair_birch.name
sevendaystomine:chair_spruce, tile.chair_spruce.name
sevendaystomine:chair_jungle, tile.chair_jungle.name
sevendaystomine:chair_acacia, tile.chair_acacia.name
sevendaystomine:chair_big_oak, tile.chair_big_oak.name
sevendaystomine:table_oak, tile.table_oak.name
sevendaystomine:table_birch, tile.table_birch.name
sevendaystomine:table_spruce, tile.table_spruce.name
sevendaystomine:table_jungle, tile.table_jungle.name
sevendaystomine:table_acacia, tile.table_acacia.name
sevendaystomine:table_big_oak, tile.table_big_oak.name
sevendaystomine:dresser, tile.dresser.name
sevendaystomine:big_sign, tile.big_sign.name
sevendaystomine:sofa_black, tile.sofa_black.name
sevendaystomine:sofa_white, tile.sofa_white.name
sevendaystomine:sofa_red, tile.sofa_red.name
sevendaystomine:sofa_green, tile.sofa_green.name
sevendaystomine:sofa_blue, tile.sofa_blue.name
sevendaystomine:sofa_brown, tile.sofa_brown.name
sevendaystomine:sofa_pink, tile.sofa_pink.name
sevendaystomine:sofa_yellow, tile.sofa_yellow.name
sevendaystomine:trash_bin, tile.trash_bin.name
sevendaystomine:large_rock, tile.large_rock.name
sevendaystomine:wooden_spikes, tile.wooden_spikes.name
sevendaystomine:wooden_spikes_blooded, tile.wooden_spikes_blooded.name
sevendaystomine:wooden_spikes_broken, tile.wooden_spikes_broken.name
sevendaystomine:brick_block_mossy, tile.brick_block_mossy.name
sevendaystomine:dark_bricks_mossy, tile.dark_bricks_mossy.name
sevendaystomine:oak_log_spike, tile.oak_log_spike.name
sevendaystomine:birch_log_spike, tile.birch_log_spike.name
sevendaystomine:spruce_log_spike, tile.spruce_log_spike.name
sevendaystomine:jungle_log_spike, tile.jungle_log_spike.name
sevendaystomine:acacia_log_spike, tile.acacia_log_spike.name
sevendaystomine:dark_oak_log_spike, tile.dark_oak_log_spike.name
sevendaystomine:sandbags, tile.sandbags.name
sevendaystomine:file_cabinet, tile.file_cabinet.name
sevendaystomine:cash_register, tile.cash_register.name
sevendaystomine:burnt_log, tile.burnt_log.name
sevendaystomine:dry_ground, tile.dry_ground.name
sevendaystomine:burnt_planks_slab:0, tile.burnt_planks_slab.name
sevendaystomine:burnt_planks_fence, tile.burnt_planks_fence.name
sevendaystomine:burnt_chair, tile.burnt_chair.name
sevendaystomine:stone_brick_stairs_mossy, tile.stone_brick_stairs_mossy.name
sevendaystomine:globe, tile.globe.name
sevendaystomine:stand, tile.stand.name
sevendaystomine:landmine, tile.landmine.name
sevendaystomine:sirene, tile.sirene.name
sevendaystomine:fake_anvil, tile.fake_anvil.name
sevendaystomine:redstone_lamp_broken, tile.redstone_lamp_broken.name
sevendaystomine:calendar, tile.calendar.name
sevendaystomine:metal_spikes, tile.metal_spikes.name
sevendaystomine:bookshelf_spruce, Estante de Abeto
sevendaystomine:bookshelf_birch, Estante de Bétula
sevendaystomine:bookshelf_jungle, Estante de Jungle
sevendaystomine:bookshelf_acacia, Estante de Acácia
sevendaystomine:bookshelf_dark_oak, Estante de Carvalho Escuro
sevendaystomine:police_car:0, tile.police_car.name
sevendaystomine:flower_pot_enhanced, tile.flower_pot_enhanced.name
sevendaystomine:paper, Papel
sevendaystomine:sand_layer, tile.sand_layer.name
sevendaystomine:red_sand_layer, tile.red_sand_layer.name
sevendaystomine:ambulance:0, tile.ambulance.name
sevendaystomine:dark_bricks_slab:0, tile.dark_bricks_slab.name
sevendaystomine:dark_bricks_stairs, tile.dark_bricks_stairs.name
sevendaystomine:dark_bricks_mossy_slab:0, tile.dark_bricks_mossy_slab.name
sevendaystomine:dark_bricks_mossy_stairs, tile.dark_bricks_mossy_stairs.name
sevendaystomine:brick_mossy_stairs, tile.brick_mossy_stairs.name
sevendaystomine:brick_mossy_slab:0, tile.brick_mossy_slab.name
sevendaystomine:stone_brick_stairs_cracked, tile.stone_brick_stairs_cracked.name
sevendaystomine:asphalt_slab:0, tile.asphalt_slab.name
sevendaystomine:armchair_cyan, Poltrona Ciano
sevendaystomine:armchair_purple, Poltrona Roxa
sevendaystomine:armchair_orange, Poltrona Laranja
sevendaystomine:armchair_magenta, Poltrona Magenta
sevendaystomine:armchair_lime, Poltrona Limão
sevendaystomine:armchair_light_blue, Poltrona Azul Claro
sevendaystomine:armchair_silver, Poltrona Prata
sevendaystomine:armchair_gray, Poltrona Cinza
sevendaystomine:sofa_cyan, tile.sofa_cyan.name
sevendaystomine:sofa_purple, tile.sofa_purple.name
sevendaystomine:sofa_orange, tile.sofa_orange.name
sevendaystomine:sofa_magenta, tile.sofa_magenta.name
sevendaystomine:sofa_lime, tile.sofa_lime.name
sevendaystomine:sofa_light_blue, tile.sofa_light_blue.name
sevendaystomine:sofa_silver, tile.sofa_silver.name
sevendaystomine:sofa_gray, tile.sofa_gray.name
sevendaystomine:emptycan, Lata Vazia
sevendaystomine:cookinggrill, Churrasqueira
sevendaystomine:emptyjar, Pote Vazio
sevendaystomine:bottledmurkywater, Água Turva Engarrafada
sevendaystomine:bottledwater, Água Engarrafada
sevendaystomine:bottledbeer, Cerveja
sevendaystomine:goldenrodtea, Chá de Goldenrod
sevendaystomine:bottledcoffee, Café Engarrafado
sevendaystomine:jarofhoney, Pote de Mel
sevendaystomine:cannedmurkywater, Água Turva enlatada
sevendaystomine:cannedwater, Água enlatada
sevendaystomine:cannedcatfood, Lata de Ração para Gato
sevendaystomine:cannedchicken, Lata de Frango
sevendaystomine:cannedchili, Lata de Chili
sevendaystomine:canneddogfood, Lata de Ração para Cachorro
sevendaystomine:cannedham, Lata de Presunto
sevendaystomine:cannedlamb, Lata de Carne de Cordeiro
sevendaystomine:cannedmiso, Lata de Miso
sevendaystomine:cannedpasta, Lata de Macarrão
sevendaystomine:cannedpears, Lata de Peras
sevendaystomine:cannedpeas, Lata de Ervilhas
sevendaystomine:cannedsalmon, Lata de Salmão
sevendaystomine:cannedsoup, Lata de Sopa
sevendaystomine:cannedstock, Lata de Caldo
sevendaystomine:cannedtuna, Lata de Atum
sevendaystomine:coffee_beans, Grãos de Café
sevendaystomine:corn, Milho
sevendaystomine:blueberry, Mirtilo
sevendaystomine:baneberry, Mirtilo Branco
sevendaystomine:coffee_berry, Frutos de Café
sevendaystomine:cloth, Tecido
sevendaystomine:fridgeitem, Geladeira
sevendaystomine:sleepingbagitem:0, Saco de Dormir Branco
sevendaystomine:sleepingbagitem:1, Saco de Dormir Laranja
sevendaystomine:sleepingbagitem:2, Saco de Dormir Magenta
sevendaystomine:sleepingbagitem:3, Saco de Dormir Azul Claro
sevendaystomine:sleepingbagitem:4, Saco de Dormir Amarelo
sevendaystomine:sleepingbagitem:5, Saco de Dormir Limão
sevendaystomine:sleepingbagitem:6, Saco de Dormir Rosa
sevendaystomine:sleepingbagitem:7, Saco de Dormir Cinza
sevendaystomine:sleepingbagitem:8, Saco de Dormir Prata
sevendaystomine:sleepingbagitem:9, Saco de Dormir Ciano
sevendaystomine:sleepingbagitem:10, Saco de Dormir Roxo
sevendaystomine:sleepingbagitem:11, Saco de Dormir Azul
sevendaystomine:sleepingbagitem:12, Saco de Dormir Marrom
sevendaystomine:sleepingbagitem:13, Saco de Dormir Verde
sevendaystomine:sleepingbagitem:14, Saco de Dormir Vermelho
sevendaystomine:sleepingbagitem:15, Saco de Dormir Preto
sevendaystomine:survival_guide, Guia de Sobrevivência
sevendaystomine:bloodmoon, item.bloodmoon.name
sevendaystomine:mre, item.mre.name
sevendaystomine:vomit, item.vomit.name
sevendaystomine:soda, item.soda.name
sevendaystomine:bandage, Atadura
sevendaystomine:advancedbandage, Atadura Avançada
sevendaystomine:firstaidkit, Kit de Primeiros Socorros
sevendaystomine:bloodbag, Saco de Sangue
sevendaystomine:blooddrawkit, Kit para Retirada de Sangue
sevendaystomine:bloodbagcontamined, Saco de Sangue Contaminado
sevendaystomine:antibiotics, Antibióticos
srparasites:parasiterubble_slabhalf:0, Laje de Osso fortificado
srparasites:infestedstain, Terra Infestada
srparasites:infestremain, Residuo Infestado
srparasites:infestedtrunk, Tora Infestada
srparasites:infestedrubble, Pedra Infestada
srparasites:infestedbush:0, Veias Espinhosa Infestada
srparasites:infestedbush:1, Galhos de Veias Infestadas
srparasites:infestedbush:2, Broto de Veia Infestada
srparasites:infestedbush:3, Arbusto de Veia Infestada
srparasites:infestedbush:4, Espiral de Veia Infestada
srparasites:infestedbush:5, Raízes de Veia Infestada
srparasites:bloodyice, Gelo Sangrento
srparasites:biomeheart, Núcleo da Colméia
srparasites:colonyheart, Núcleo da Colônia parasita
srparasites:colonyoutpost, Posto da Colônia parasita
srparasites:biomepurifier, §bPurificador de Bioma
srparasites:parasitebush:0, Rede Capilar
srparasites:parasitebush:1, Cacho Nervoso
srparasites:parasitebush:2, Vesícula Parasitaria
srparasites:parasitebush:3, Cegante Terminal
srparasites:parasitebush:4, Incisor Pequeno
srparasites:parasitecanister:0, §aBexiga
srparasites:parasitecanister:1, Cisto vazio
srparasites:parasitecanister:2, Caroço Grotesco
srparasites:parasitecanister:3, Saco de carne
srparasites:parasitetrunk:0, Tora de Lenha-Hematoma
srparasites:parasitetrunk:1, Tora de Lenha-de-Veia
srparasites:parasitetrunk:2, Tora de Madeira Sinistra
srparasites:parasitestain:0, Solo da Colméia
srparasites:parasitestain:1, Lama visceral
srparasites:parasitestain:2, Pedaço de carne
srparasites:parasitestain:3, Artérias Comprimidas
srparasites:parasiterubble:0, Pedaço de Carne Concentrada
srparasites:parasiterubble:1, Osso Fortificado
srparasites:parasiterubble:2, Pedra de Colméia
srparasites:parasiterubble:3, Destroço de Pedra de Colméia
srparasites:parasiterubble:4, Madeira Consumida
srparasites:parasiterubble:5, Tijolos de Pedra de Colméia
srparasites:parasiterubble:6, Aço de Colméia
srparasites:parasiterubble:7, Obsidiana Sanguinaria
srparasites:parasiterubble:8, Fungo Assimilado
srparasites:parasitestructure, Estrutura incompleta de Colônia Parasita
srparasites:parasitethin, Tora fina parasita
srparasites:parasitesapling:0, Muda de Lenha-de-Veia
srparasites:parasitesapling:1, Muda de Ocular
srparasites:parasitesapling:2, Muda de Madeira Sinistra
srparasites:parasitemouth, Mandibula
srparasites:parasiterubbledense:0, Pedra de Colméia Comprimida
srparasites:parasiterubbledense:1, Pedra de Colméia Reforçada
srparasites:parasiterubbledense:2, Pedra de Colônia parasita Comprimida
srparasites:parasiterubble_bonestairs, Escadas de Osso fortificado
srparasites:parasitestain_fleshstairs, Escadas de Pedaço de carne
srparasites:parasiterubble_slabdouble, Osso Fortifiado
srparasites:parasitetendril, Gavinha Parasita
srparasites:parasitefog, Névoa
srparasites:srpweb:0, §8Teia fina
srparasites:srpweb:1, §aTeia Intoxicante
srparasites:srpweb:2, §8Teia Manchada
srparasites:evolutionlure:0, Isca (§4Enfraquecida§f)
srparasites:evolutionlure:1, Isca (§cEsvaecida§f)
srparasites:evolutionlure:2, Isca (§6Inferior§f)
srparasites:evolutionlure:3, Isca (§eEstavel§f)
srparasites:evolutionlure:4, Isca (§2Substancial§f)
srparasites:evolutionlure:5, Isca (§aConcentrada§f)
srparasites:evolutionlure:6, Isca (§bConcentrada+§f)
srparasites:evolutionlure:7, Isca (§dConcentrada++§f)
srparasites:evolutionlure:8, tile.srparasites.evolutionlure_nine.name
srparasites:evolutionlure:9, tile.srparasites.evolutionlure_ten.name
srparasites:tunnel, Tunel
srparasites:gore:0, Restos Assimilados (P)
srparasites:gore:1, Restos Assimilados (G)
srparasites:gore:2, Restos Primitivos (P)
srparasites:gore:3, Restos Primitivos (G)
srparasites:gore:4, Restos Adaptados (P)
srparasites:gore:5, Restos Adaptados (G)
srparasites:gore:6, Restos Puros (P)
srparasites:gore:7, Restos Puros (G)
srparasites:gore:8, Restos Assimilados (M)
srparasites:gore:9, Restos Primitivos (M)
srparasites:gore:10, Restos Adaptados (M)
srparasites:gore:11, Restos Puros (M)
srparasites:canisteractive, Cisto Guloso
srparasites:dispatchern, §cNinho de Despachante
srparasites:infestedore:0, Minério de Carvão Pestilento
srparasites:infestedore:1, Minério de Diamante Pestilento
srparasites:infestedore:2, Minério de Esmeralda Pestilento
srparasites:infestedore:3, Minério de Ouro Pestilento
srparasites:infestedore:4, Minério de Ferro Pestilento
srparasites:infestedore:5, Minério de Lapís Lazuli Pestilento
srparasites:infestedore:6, Minério de Redstone Pestilento
srparasites:infestedore:7, Minério Pestilento
srparasites:ada_summoner_drop, §bNúcleo de Summonador
srparasites:ada_yelloweye_drop, §bOsso de Olh-amarelo
srparasites:ada_manducater_drop, §bEsféra de Moedor
srparasites:ada_reeker_drop, §bPresa de Fétido
srparasites:ada_longarms_drop, §bFragmento de Armadura de Longarms
srparasites:ada_bolster_drop, §bCasca de Bolster
srparasites:ada_arachnida_drop, §bGarra de Aracnídeo
srparasites:ada_devourer_drop, §bTentáculo de Devorador
srparasites:assimilated_flesh, Carne Infectada
srparasites:beckon_drop, §aMembrana de Pilar
srparasites:dispatcher_drop, §cMembrana de Despachante
srparasites:itemtab, §dNULL
srparasites:itemassimilate, Cajado de Assimilação
srparasites:itemevolve, Cajado de Evolução
srparasites:itemdevolve, Cajado de Devolução
srparasites:itemvariant, Cajado de Variação
srparasites:itemthrow, §6Repressor
srparasites:evclock, §cRelógio Sanguínario
srparasites:nodecompass, §cCompasso de Nódulo
srparasites:dried_tendons, §eTendões Secos
srparasites:hardened_bone_handle, §eEmpunhadura de Osso endurecido
srparasites:infectious_blade_fragment, §eLâmina de osso infeccioso
srparasites:living_core, §eNúcleo vivo
srparasites:vile_shell, §eCarapaça Vil
srparasites:bone, §eOsso estranho
srparasites:lurecomponent1, §bViscera de Rompedor
srparasites:lurecomponent2, §bCoração Adoecido
srparasites:lurecomponent3, §bTendões Alterados
srparasites:lurecomponent4, §bPulmão Tóxico
srparasites:lurecomponent5, §bCérebro Nocivo
srparasites:lurecomponent6, §bSegmento Essencial
srparasites:itemmobspawner_dorpa, Invocar Aranha grande assimilada
srparasites:itemmobspawner_infsquid, Invocar Lula assimilada
srparasites:itemmobspawner_infbear, Invocar Urso assimilado
srparasites:itemmobspawner_infhuman, Invocar Humano assimilado
srparasites:itemmobspawner_infhumanhead, Invocar cabeça de Humano assimilado
srparasites:itemmobspawner_infenderman, Invocar Enderman assimilado 
srparasites:itemmobspawner_infendermanhead, Invocar cabeça de Enderman assimilado
srparasites:itemmobspawner_infcow, Invocar Vaca assimilada
srparasites:itemmobspawner_infcowhead, Invocar cabeça de Vaca assimilada
srparasites:itemmobspawner_infsheep, Invocar ovelha assimilada
srparasites:itemmobspawner_infsheephead, Invocar cabeça de ovelha assimilada
srparasites:itemmobspawner_infwolf, Invocar Lobo assimilado
srparasites:itemmobspawner_infwolfhead, Invocar cabeça de Lobo assimilado
srparasites:itemmobspawner_infpig, Invocar Porco assimilado
srparasites:itemmobspawner_infpighead, Invocar cabeça de Porco assimilado
srparasites:itemmobspawner_infvillager, Invocar aldeão assimilado
srparasites:itemmobspawner_infvillagerhead, Invocar cabeça de Aldeão assimilado
srparasites:itemmobspawner_inhoos, Invocar Forma Incompleta pequena
srparasites:itemmobspawner_inhoom, Invocar Forma Incompleta Média
srparasites:itemmobspawner_infhorse, Invocar Cavalo assimilado
srparasites:itemmobspawner_infhorsehead, Invocar cabeça de Cavalo assimilado
srparasites:itemmobspawner_infplayer, Invocar Aventureiro assimilado
srparasites:itemmobspawner_infplayerhead, Invocar cabeça de Aventureiro assimilado
srparasites:itemmobspawner_infdragone, Invocar Dragão do fim assimilado
srparasites:itemmobspawner_infdragonehead, Invocar cabeça de Dragão do fim assimilado
srparasites:itemmobspawner_ferbear, Invocar Urso Ferino
srparasites:itemmobspawner_ferhuman, Invocar Humano Ferino
srparasites:itemmobspawner_fercow, Invocar Vaca Ferina
srparasites:itemmobspawner_ferenderman, Invocar Enderman Ferino
srparasites:itemmobspawner_ferhorse, Invocar Cavalo Ferino
srparasites:itemmobspawner_ferpig, Invocar Porco Ferino
srparasites:itemmobspawner_fersheep, Invocar Ovelha Ferina
srparasites:itemmobspawner_fervillager, Invocar Aldeão Ferino
srparasites:itemmobspawner_ferwolf, Invocar Lobo ferino
srparasites:itemmobspawner_higolem, Invocar Golem Aprisionado
srparasites:itemmobspawner_hiblaze, Invocar Blaze Aprisionado
srparasites:itemmobspawner_hiskeleton, Invocar Esqueleto Aprisionado
srparasites:itemmobspawner_host, Invocar Hospedeiro
srparasites:itemmobspawner_hostii, Invocar Rebanho
srparasites:itemmobspawner_heed, Invocar Atentado
srparasites:itemmobspawner_cruxa, Invocar Cruz
srparasites:itemmobspawner_mes, Invocar Servo
srparasites:itemmobspawner_lesh, Invocar Carne ambulante
srparasites:itemmobspawner_shyco, Invocar Longarms primitivo
srparasites:itemmobspawner_canra, Invocar Summonador Primitivo
srparasites:itemmobspawner_nogla, Invocar Fétido Primitivo
srparasites:itemmobspawner_hull, Invocar Moedor Primitivo
srparasites:itemmobspawner_emana, Invocar Olh-amarelo Primitivo
srparasites:itemmobspawner_bano, Invocar Bolster Primitivo
srparasites:itemmobspawner_wymo, Invocar Tozoon Primitivo 
srparasites:itemmobspawner_iki, Invocar Verme Primitivo
srparasites:itemmobspawner_ranrac, Invocar Aracnídeo Primitivo
srparasites:itemmobspawner_lum, Invocar Devorador Primitivo
srparasites:itemmobspawner_shycoadapted, Invocar Longarms Adaptado
srparasites:itemmobspawner_canraadapted, Invocar Summonador Adaptado
srparasites:itemmobspawner_noglaadapted, Invocar Fétido Adaptado
srparasites:itemmobspawner_hulladapted, Invocar Moedor Adaptado
srparasites:itemmobspawner_emanaadapted, Invocar Olha-marelo Adaptado
srparasites:itemmobspawner_banoadapted, Invocar Bolster Adaptado
srparasites:itemmobspawner_ranracadapted, Invocar Aracnídeo Adaptado
srparasites:itemmobspawner_lodo, Invocar Insetóide
srparasites:itemmobspawner_mudo, Invocar Rompedor
srparasites:itemmobspawner_nuuh, Invocar Deturpador
srparasites:itemmobspawner_ata, Invocar Pulga
srparasites:itemmobspawner_rathol, Invocar Carregador Pesado
srparasites:itemmobspawner_gothol, Invocar Carregador Leve
srparasites:itemmobspawner_buthol, Invocar Carregador Voador
srparasites:itemmobspawner_anged, Invocar Vigilante
srparasites:itemmobspawner_venkrol, Invocar Pilar Estágio I
srparasites:itemmobspawner_venkrolsii, Invocar Pilar Estágio II
srparasites:itemmobspawner_venkrolsiii, Invocar Pilar Estágio III
srparasites:itemmobspawner_venkrolsiv, Invocar Pilar Estágio IV
srparasites:itemmobspawner_tonro, Invocar Kifóse
srparasites:itemmobspawner_unvo, Invocar Sentinela
srparasites:itemmobspawner_nak, Invocar Agarrador
srparasites:itemmobspawner_dod, Invocar Despachante estágio I
srparasites:itemmobspawner_dodsii, Invocar Despachante estágio II
srparasites:itemmobspawner_dodsiii, Invocar Despachante estágio III
srparasites:itemmobspawner_dodsiv, Invocar Despachante estágio IV
srparasites:itemmobspawner_alafha, Invocar Capataz
srparasites:itemmobspawner_ganro, Invocar Guardião
srparasites:itemmobspawner_omboo, Invocar Bombardeiro Leve
srparasites:itemmobspawner_esor, Invocar Devastador
srparasites:itemmobspawner_orch, Invocar Monarca
srparasites:itemmobspawner_flog, Invocar Embuste
srparasites:itemmobspawner_jinjo, Invocar Bombardeiro Pesado
srparasites:itemmobspawner_pheon, Invocar Aterrador
srparasites:itemmobspawner_vesta, Invocar Carregador da Colônia
srparasites:itemmobspawner_lencia, Invocar Espectro
srparasites:itemmobspawner_elvia, Invocar Assombração
srparasites:itemmobspawner_oronco, Invocar Encouraçado Ancião
srparasites:itemmobspawner_terla, Invocar Soberano Ancião
srparasites:itemmobspawner_pod, Invocar Casulo
srparasites:weapon_scythe, §eFoice Viva
srparasites:weapon_scythe_sentient, §6Foice grandiosa Senciente
srparasites:weapon_axe, §eMachado Vivo
srparasites:weapon_axe_sentient, §6Machado Grandioso Senciente
srparasites:weapon_sword, §eEspada Viva
srparasites:weapon_sword_sentient, §6Espada Grandiosa Senciente
srparasites:weapon_cleaver, §eCutelo Vivo
srparasites:weapon_cleaver_sentient, §6Cutelo Grandioso Senciente
srparasites:weapon_bow, §eArco Vivo
srparasites:weapon_bow_sentient, §6Arco Grandioso Senciente
srparasites:weapon_maul, §eLiving Maul 
srparasites:weapon_maul_sentient, §6Sentient Greatmaul
srparasites:weapon_lance, §eLiving Lance
srparasites:weapon_lance_sentient, §6Sentient Greatlance
srparasites:armor_helm, §eElmo Vivo
srparasites:armor_chest, §ePeitoral Vivo
srparasites:armor_pants, §eCalças Vivas
srparasites:armor_boots, §eBotas Vivas
srparasites:armor_helm_sentient, §6Elmo Senciente
srparasites:armor_chest_sentient, §6Peitoral Senciente
srparasites:armor_pants_sentient, §6Calças Sencientes
srparasites:armor_boots_sentient, §6Botas Sencientes
srpextra:itemmobspawner_hijackedcreeper, Spawn Hijacked Creeper
srpextra:itemmobspawner_hijackedcreeper_head, Spawn Hijacked Creeper Head
srpextra:itemmobspawner_hijackedskeleton, Spawn Hijacked Skeleton
srpextra:itemmobspawner_hijackedskeleton_stray, Spawn Hijacked Skeleton Stray
srpextra:itemmobspawner_hijackedskeleton_head, Spawn Hijacked Skeleton Head
srpextra:itemmobspawner_stalker, Spawn Stalker
srpextra:itemmobspawner_assimilatedwitch, Spawn Assimilated Witch
srpextra:itemmobspawner_assimilatedwitch_head, Spawn Assimilated Witch Head
